skids,side,class,segment,type,group
588869,l,s,head,139,N/A
1293381,l,i,head,N/A,N/A
1326149,r,s,head,N/A,10
1424455,r,N/A,2,N/A,N/A
1293404,r,s,head,N/A,8
1571934,r,i,1,N/A,7
982115,l,m,head,178,N/A
1416299,l,N/A,1,N/A,N/A
1850475,r,N/A,2,N/A,N/A
318576,r,s,head,130,N/A
1416309,l,N/A,1,N/A,N/A
1358976,c,N/A,head,N/A,N/A
1391745,l,N/A,1,N/A,N/A
1825922,r,m,2,N/A,N/A
1850496,l,s,2,71,N/A
433286,N/A,N/A,head,N/A,N/A
1375370,l,i,head,N/A,N/A
1391754,l,N/A,2,N/A,N/A
1424524,l,i,2,N/A,3
1784973,l,i,head,N/A,N/A
1285267,r,i,head,N/A,N/A
1653907,l,i,2,73,7
1858709,r,s,head,N/A,N/A
1563802,l,i,head,N/A,N/A
171166,r,N/A,head,N/A,N/A
15519,r,s,head,1,N/A
1514654,l,N/A,2,N/A,N/A
1547424,l,m,1,N/A,N/A
1383587,r,i,2,N/A,7
1399974,l,N/A,2,N/A,N/A
1957030,l,i,1,N/A,2
1342632,r,i,head,N/A,N/A
1752235,r,m,3,68,N/A
1293484,r,m,3,63,N/A
1383600,r,i,2,N/A,7
1834160,l,i,head,N/A,N/A
1645747,l,i,1,N/A,N/A
1285301,r,i,head,N/A,N/A
1350839,l,s,2,89,N/A
1285306,r,i,head,N/A,N/A
1277115,l,N/A,1,N/A,N/A
359612,r,i,head,N/A,N/A
1285310,r,i,head,23,N/A
1367230,l,N/A,head,N/A,N/A
1588419,l,s,1,95,N/A
1416388,r,N/A,2,N/A,N/A
40141,r,i,head,2,N/A
1129677,l,i,head,N/A,N/A
1285327,r,i,head,N/A,N/A
1293518,r,i,head,N/A,12
1416399,r,N/A,2,N/A,N/A
1678542,l,N/A,2,N/A,N/A
392410,r,i,head,N/A,N/A
1645789,l,i,1,N/A,2
1277150,l,N/A,1,N/A,N/A
1416416,r,N/A,1,N/A,N/A
556262,l,N/A,1,N/A,N/A
1662183,r,N/A,1,N/A,N/A
1465584,r,s,head,N/A,N/A
1957108,r,i,2,N/A,2
1285367,r,s,head,113,N/A
1817849,l,N/A,3,N/A,N/A
1416450,r,N/A,1,N/A,N/A
1498370,l,i,head,N/A,13
1342725,r,s,pygidium,170,9
1334543,r,i,head,N/A,N/A
1285393,r,i,head,4,N/A
802066,l,i,1,N/A,3
1383699,l,i,3,N/A,3
1416465,r,N/A,1,N/A,N/A
1449234,l,i,head,N/A,N/A
261398,l,m,1,87,N/A
1441050,l,i,2,N/A,1
1457434,r,i,1,N/A,3
1416476,r,N/A,1,N/A,N/A
1670429,l,N/A,3,N/A,N/A
1744166,l,N/A,3,N/A,N/A
1383723,r,i,3,N/A,N/A
449841,l,s,head,N/A,N/A
1441073,r,i,2,N/A,7
826675,l,m,head,86,N/A
1744183,l,N/A,3,N/A,N/A
1850681,r,i,2,N/A,1
1785146,l,s,head,31,N/A
1113404,l,s,head,13,N/A
1400126,r,i,3,N/A,6
1310016,l,s,head,N/A,N/A
1383745,l,N/A,3,N/A,N/A
73027,l,i,head,N/A,N/A
1678661,r,m,1,64,N/A
1498439,l,s,1,N/A,N/A
7501,l,s,head,1,N/A
113999,l,m,head,8,N/A
1416527,l,i,3,146,3
1432915,l,i,3,154,3
1645907,l,N/A,2,N/A,N/A
1367387,l,s,head,99,N/A
1318236,l,i,head,N/A,12
1957212,l,i,head,N/A,N/A
1383778,r,N/A,3,N/A,N/A
73059,l,i,head,2,N/A
81251,lc,s,head,43,N/A
1342819,l,s,head,N/A,10
1416546,r,N/A,1,N/A,N/A
359783,r,N/A,head,N/A,N/A
1678692,l,m,1,N/A,N/A
1645931,l,N/A,2,N/A,N/A
1957230,l,i,2,176,6
556399,l,N/A,1,N/A,N/A
1072496,r,s,head,26,N/A
23921,r,s,head,1,N/A
1473904,l,s,head,N/A,8
1342836,r,N/A,head,N/A,N/A
1514869,r,m,1,N/A,N/A
1391991,r,N/A,1,N/A,3
1416569,r,N/A,2,N/A,N/A
1449339,r,i,head,N/A,12
335229,r,i,head,N/A,13
1793408,l,m,1,162,N/A
1957250,l,m,2,N/A,N/A
1359237,l,i,head,144,13
32142,l,i,head,2,N/A
1645973,l,N/A,2,N/A,N/A
802199,r,i,1,N/A,N/A
1432984,r,N/A,3,N/A,N/A
1850777,l,m,1,161,N/A
1351071,l,s,pygidium,N/A,9
1392036,r,N/A,3,N/A,N/A
1318311,l,s,head,N/A,N/A
1957288,r,i,head,N/A,12
1457578,l,i,2,N/A,7
482732,l,s,head,29,N/A
1629613,l,N/A,2,N/A,N/A
1392050,r,N/A,3,N/A,N/A
1318325,l,s,head,N/A,N/A
1523134,l,N/A,2,N/A,N/A
1310144,l,i,1,N/A,N/A
1031618,r,N/A,2,N/A,N/A
1670599,l,N/A,2,N/A,N/A
1416649,r,i,3,N/A,4
1301967,l,i,head,N/A,N/A
1424853,l,i,3,N/A,2
441817,l,s,head,16,N/A
1433052,r,N/A,3,N/A,N/A
1342945,r,i,head,N/A,N/A
1474018,l,i,head,N/A,N/A
531949,r,s,head,14,N/A
1293815,r,i,2,N/A,N/A
1416695,l,N/A,head,N/A,N/A
744953,r,s,head,80,N/A
1342970,r,s,head,N/A,N/A
1211899,l,s,head,15,N/A
1342975,r,s,head,N/A,N/A
1662465,l,N/A,1,N/A,N/A
1957377,r,N/A,1,N/A,N/A
1392132,l,N/A,3,N/A,N/A
1113608,r,N/A,0,N/A,N/A
1302031,l,i,head,124,12
1342991,r,N/A,head,N/A,N/A
1318423,r,s,head,29,N/A
1392152,l,N/A,3,N/A,N/A
1383962,l,m,3,N/A,N/A
1343003,r,N/A,head,N/A,N/A
1605150,l,N/A,1,N/A,N/A
1777190,r,s,head,N/A,N/A
1392171,l,N/A,3,N/A,N/A
1703468,r,N/A,2,N/A,N/A
1621549,r,N/A,3,N/A,N/A
1646125,l,i,1,N/A,N/A
1383986,l,s,3,71,N/A
269876,r,s,head,50,N/A
1351221,l,i,1,N/A,N/A
1474100,r,m,3,N/A,N/A
1949236,l,N/A,2,N/A,N/A
1130041,l,s,head,49,N/A
1408570,r,N/A,pygidium,N/A,N/A
1465914,l,i,head,124,12
1400382,r,i,3,74,7
1285696,r,s,head,28,N/A
1343040,l,N/A,3,N/A,N/A
1302082,l,i,head,123,N/A
1416768,l,N/A,2,N/A,N/A
1678918,l,i,pygidium,72,1
1384013,l,m,3,165,N/A
48718,r,i,head,2,N/A
1408589,r,N/A,3,N/A,N/A
1343057,l,N/A,3,N/A,N/A
1392209,l,N/A,3,N/A,N/A
523862,l,s,head,30,N/A
1392216,l,N/A,pygidium,N/A,N/A
1441373,r,i,2,N/A,1
1392222,l,N/A,pygidium,N/A,N/A
1318495,l,i,head,N/A,12
2014813,l,i,1,N/A,3
1293921,r,N/A,3,N/A,N/A
523874,l,i,head,N/A,N/A
1326689,r,s,head,N/A,N/A
1515109,l,N/A,2,N/A,N/A
1441389,r,i,2,N/A,7
1547886,r,N/A,1,N/A,N/A
1351280,l,i,2,73,7
1629808,l,N/A,2,N/A,N/A
1490551,r,i,2,N/A,N/A
1646209,l,i,head,83,7
188036,r,N/A,head,N/A,N/A
1285768,r,s,head,110,N/A
1425033,r,i,head,123,N/A
1449610,r,s,3,N/A,N/A
1351307,l,i,1,73,7
1916554,l,N/A,1,N/A,N/A
1547921,l,N/A,1,N/A,N/A
958099,r,i,2,N/A,5
556693,l,N/A,1,N/A,N/A
1310363,r,i,1,73,7
1318555,l,s,head,N/A,N/A
982688,r,s,head,114,N/A
1646240,l,N/A,1,N/A,N/A
1457836,r,m,3,N/A,N/A
1302189,r,im,head,11,N/A
556718,r,i,head,N/A,12
1547950,l,N/A,1,N/A,N/A
1646257,l,N/A,2,N/A,N/A
515762,r,i,head,117,12
1433269,l,N/A,2,N/A,N/A
1654454,r,N/A,3,N/A,N/A
212664,l,N/A,head,N/A,N/A
1474234,r,N/A,3,N/A,N/A
1597114,r,i,2,N/A,3
1654460,r,N/A,3,N/A,N/A
1367741,l,i,head,127,N/A
1932988,l,i,head,N/A,13
1744577,r,i,head,N/A,N/A
941766,l,N/A,2,N/A,N/A
1318602,l,i,head,N/A,N/A
32460,l,i,head,3,N/A
1384140,l,i,head,N/A,N/A
1564364,r,N/A,2,N/A,N/A
1621708,r,N/A,3,N/A,N/A
1285842,r,s,head,N/A,N/A
1629909,l,N/A,2,N/A,N/A
1400535,r,i,3,N/A,1
1351385,r,i,2,N/A,N/A
1998558,r,i,head,N/A,N/A
1367776,l,s,head,N/A,N/A
1605349,r,N/A,2,N/A,N/A
1302247,l,i,2,109,N/A
1646318,l,N/A,2,N/A,N/A
1285875,r,i,head,124,12
1490675,l,i,2,N/A,3
1654515,r,N/A,3,N/A,N/A
1441527,r,N/A,3,N/A,N/A
188153,r,N/A,head,N/A,N/A
1302266,r,i,head,N/A,13
499451,l,i,head,124,12
1482489,r,N/A,1,N/A,N/A
1203965,r,N/A,0,N/A,N/A
1605372,r,N/A,2,N/A,N/A
1621757,r,N/A,3,N/A,N/A
1654526,r,N/A,3,N/A,N/A
1343244,r,m,3,N/A,N/A
1670927,r,N/A,1,N/A,N/A
1629968,l,N/A,2,N/A,N/A
1302289,r,N/A,3,N/A,N/A
1163030,l,s,head,163,N/A
204577,l,N/A,head,N/A,N/A
1482547,l,i,head,N/A,12
1433397,l,m,1,N/A,N/A
1277759,l,N/A,pygidium,82,N/A
1335104,l,N/A,3,N/A,N/A
1646402,l,N/A,head,N/A,N/A
1630022,l,N/A,2,N/A,N/A
1302345,r,i,3,N/A,N/A
1326921,r,s,head,N/A,8
1433418,r,i,head,N/A,12
1376077,r,i,head,N/A,N/A
1359694,r,i,head,N/A,N/A
1441614,r,i,2,N/A,1
1482574,r,s,2,143,N/A
1285969,l,s,head,N/A,N/A
1613646,r,i,1,60,7
1957714,l,i,2,N/A,7
565079,l,i,3,N/A,1
1589082,l,N/A,head,N/A,N/A
1957722,r,i,1,N/A,1
1621852,r,N/A,3,N/A,N/A
1646429,l,N/A,1,N/A,N/A
1351518,r,i,head,N/A,N/A
1408867,l,m,3,63,N/A
1654629,r,i,head,22,12
1343346,r,i,head,N/A,N/A
1130360,l,s,head,49,N/A
1441660,l,m,3,N/A,N/A
1032061,r,N/A,2,N/A,N/A
1294206,lc,i,head,N/A,N/A
139142,l,s,1,38,N/A
1351559,l,N/A,N/A,N/A,N/A
1736582,r,N/A,3,N/A,N/A
2015119,l,s,head,100,N/A
1425297,l,N/A,3,N/A,N/A
1982355,l,N/A,3,N/A,N/A
1277851,r,s,3,143,N/A
1023901,l,N/A,3,N/A,N/A
147361,l,i,1,N/A,3
1621926,r,N/A,3,N/A,N/A
1359787,l,i,0,N/A,N/A
1327020,r,s,head,N/A,15
1458092,r,i,1,N/A,1
1449903,r,N/A,1,N/A,7
1490863,r,N/A,2,N/A,N/A
1957809,r,m,2,162,N/A
1408946,r,N/A,3,N/A,N/A
1367987,r,N/A,3,N/A,N/A
1400756,l,i,3,70,3
1392567,l,N/A,3,N/A,N/A
1408956,r,N/A,3,N/A,N/A
1122238,r,s,head,N/A,N/A
1425347,r,s,3,80,N/A
1441731,r,N/A,3,N/A,N/A
1114055,r,N/A,0,N/A,N/A
1368008,r,N/A,head,N/A,N/A
942028,l,N/A,1,N/A,N/A
1204176,r,s,0,167,N/A
1368019,l,N/A,3,N/A,N/A
2015193,l,s,head,100,N/A
393182,r,i,head,N/A,13
1368030,l,N/A,3,N/A,N/A
1957859,l,i,2,N/A,1
1368040,l,N/A,0,N/A,N/A
180202,r,N/A,head,N/A,N/A
1343467,r,i,head,153,12
1277932,l,N/A,1,N/A,N/A
1597419,r,N/A,3,N/A,N/A
1621996,r,N/A,3,N/A,N/A
1441775,r,m,3,N/A,N/A
1597423,r,N/A,pygidium,N/A,N/A
1302513,l,s,head,N/A,N/A
1630186,l,N/A,2,N/A,N/A
1441779,r,N/A,head,N/A,N/A
1671147,r,m,1,165,N/A
1048573,l,i,3,N/A,N/A
